exit_variant,oracle,source_policy,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution,avg_captured_fraction,early_exit_share,late_entry_share,avg_hold_bars,max_hold_bars_used,exit_reason_distribution
original_exit,False,v3_1d_donchian_20_10_atr4,89,2.6402300000000034,2.4070844050000026,1.1089314468935905,9015,True,0.3595505617977528,1.0833673799692072,4.6413194533945195,0.5442462457124632,6.947106883849837,0.6040343484021229,0.4044943820224719,0.30337078651685395,33.52808988764045,171,"{""original_exit"": 89}"
original_exit,False,v3_1d_donchian_55_20_atr5,43,-3.4800299999999975,-3.592154574999998,-4.543835295759666,7321,True,0.32558139534883723,0.588481242336194,5.953015531863698,0.934158550194631,-0.6541272191329276,0.7332777867233747,0.27906976744186046,0.16279069767441862,56.48837209302326,196,"{""original_exit"": 43}"
original_exit,False,v3_1d_ema_50_200_atr5,162,6.747000000000001,6.243929090000002,4.955748174792284,8828,True,0.2777777777777778,1.4020114137534538,4.550635473363867,0.7818695513507818,2.372736837431187,0.3675437793725321,0.691358024691358,0.4506172839506173,17.88888888888889,115,"{""original_exit"": 162}"
original_exit,False,v3_4h_donchian_100_30_atr5,170,-9.38694,-9.842418969999997,-10.618463859094277,5504,True,0.3176470588235294,0.5734950742219865,12.301733520279319,1.0,-0.9546896557655868,0.7917716492188405,0.2235294117647059,0.041176470588235294,63.93529411764706,371,"{""original_exit"": 170}"
original_exit,False,v3_4h_donchian_20_10_atr4,517,-13.464679999999994,-14.783606599999992,-15.707067226845837,8429,True,0.3346228239845261,0.6152878999191675,17.793543291697453,0.45565614168605073,-1.0749453020375155,0.613522212135051,0.4274661508704062,0.2727272727272727,31.86653771760155,236,"{""original_exit"": 517}"
original_exit,False,v3_4h_donchian_55_20_atr4,278,-12.082510000000006,-12.834903785000007,-13.675853480680065,6415,True,0.33093525179856115,0.5689175526294635,17.610779187928493,0.35676086961790976,-0.9230860553957811,0.6978766101166127,0.3345323741007194,0.12589928057553956,45.45323741007194,371,"{""original_exit"": 278}"
original_exit,False,v3_4h_donchian_55_with_risk_filters,73,4.14391,3.994758675000001,3.5737714302439207,1508,True,0.3287671232876712,1.9743950339232774,1.2022461924874532,0.7602738789147712,1.2998437388012203,0.6949542750925787,0.3561643835616438,0.136986301369863,40.726027397260275,283,"{""original_exit"": 73}"
original_exit,False,v3_4h_ema_50_200_atr4,1116,-0.5327299999999936,-3.791629434999984,-5.071330969455253,9211,True,0.22401433691756273,0.8779248507883798,8.187918228503417,1.0,-5.746656093484607,0.3516408976022016,0.6890681003584229,0.471326164874552,15.71594982078853,191,"{""original_exit"": 1116}"
original_exit,False,v3_4h_vol_compression_donchian_breakout,349,-9.88074,-10.778129979999997,-11.371752888754406,5367,True,0.332378223495702,0.5376186882177719,12.344799914745604,1.0,-0.7220087478513723,0.593152718870092,0.46131805157593125,0.30945558739255014,30.02865329512894,174,"{""original_exit"": 349}"
original_exit,False,v3_ensemble_core,1154,-4.525599999999995,-7.832643649999985,-9.138657665841539,9837,True,0.21923743500866552,0.8043572710584566,12.202405942575357,1.0,-3.2993199370907544,0.3617452007948794,0.6819757365684576,0.4506065857885615,16.25476603119584,191,"{""original_exit"": 1154}"
